0,97,139
97,0,139,104
139,0,97,4
104,97,105,121
105,104,97,4,8,129
4,139,105,8
121,104,136,129
8,105,4,9,129
136,121,136,134
137,9,136,134,138,129
9,8,137,122,129
134,136,137,138,98,110,135
122,9,138,94,11
11,122,94,123
94,122,11,123,113,138
138,137,134,98,94,122
98,110,113,138,134
113,110,115,123,94,98
110,93,106,115,113,98,134,135
135,134,93,110
123,114,148,11,94,113
148,14,123,114
114,106,148,123,115
106,148,114,115,110,93
130,42,99,131,90,140
140,130,90,95,107
90,130,131,103,95,140
131,130,99,101,103,90
101,99,141,48,17,103,131
107,140,95,128,117
117,107,128,112,118
95,140,90,103,108,127,128,107
127,95,108,119,128
118,117,112,91
91,112,89,111,118
112,117,119,89,91,118
111,91,89
119,128,127,108,89,17,112
89,112,119,17,111,91
103,90,131,101,17,108,127
108,127,95,103,17,119
17,108,103,101,38,89,119
42,96,102
102,42,96,92,99,130
96,126,92,102,42
92,96,109,126,99,102
99,102,92,109,101,131,130
109,92,126,141,99
124,120,125,126
125,124,120,133,100,141,126
141,109,126,125,100,48,101
48,141,120,56,101
120,133,125,124
100,125,133,120,141
133,120,56,100,125
50
75,88
88,75,84
84,88
93,8,121,134
129,131,9,8,105
115,110,106,114,123,113
14,106,148
128,95,127,119,117,107
126,124,125,109,92,96
56,48,133
38,17
